date,pm25,pm10,no2,so2,co,AQI
2018-05-03, , 16, 11, 2, , 2
2018-05-04, , 22, 10, 2, , 22
2018-05-05, , 20, 7, 2, , 7
2018-05-06, , 19, 4, 2, , 4
2018-05-07, , 11, 7, 2, , 7
2018-05-08, , 7, 8, 2, , 8
2018-05-09, , 8, 4, 2, , 8
2018-05-10, , 7, 8, 3, , 8
2018-05-11, , 11, 7, 2, , 7
2018-01-01, , 229, 8, 1, , 8
2018-01-02, , 10, 25, 2, , 25
2018-01-03, , 34, 10, 1, , 34
2018-01-04, , 33, 28, 2, , 33
2018-01-05, , 52, 27, 2, , 52
2018-01-06, , 25, 3, 1, , 3
2018-01-07, , 10, 18, 1, , 18
2018-01-08, , 13, 5, 1, , 5
2018-01-09, , 19, 22, 1, , 22
2018-01-10, , 14, 10, 1, , 14
2018-01-11, , 13, 13, 1, , 13
2018-01-12, , 23, 5, 1, , 5
2018-01-13, , 10, 3, 1, , 3
2018-01-14, , 11, 25, 2, , 25
2018-01-15, , 16, 9, 1, , 9
2018-01-16, , 12, 47, 3, , 47
2018-01-17, , 21, 31, 2, , 31
2018-01-18, , 10, 61, 3, , 61
2018-01-19, , 14, 45, 2, , 45
2018-01-20, , 12, 3, 1, , 3
2018-01-21, , 16, 3, 1, , 3
2018-01-22, , 11, 9, 1, , 9
2018-01-23, , 6, 10, 1, , 6
2018-01-24, , 11, 32, 2, , 32
2018-01-25, , 17, 10, 1, , 17
2018-01-26, , 8, 23, 1, , 8
2018-01-27, , 12, 21, 1, , 21
2018-01-28, , 13, 21, 2, , 21
2018-01-29, , 15, 13, 1, , 15
2018-01-30, , 7, 37, 2, , 7
2018-01-31, , 12, 13, 1, , 13
2018-02-01, , 7, 11, 1, , 7
2018-02-02, , 12, 13, 2, , 2
2018-02-03, , 24, 4, 1, , 4
2018-02-04, , 10, 12, 2, , 2
2018-02-05, , 17, 14, 1, , 17
2018-02-06, , 17, 11, 2, , 2
2018-02-07, , 18, 16, 2, , 2
2018-02-08, , 14, 14, 2, , 2
2018-02-09, , 15, 5, 1, , 5
2018-02-10, , 15, 1, 1, , 15
2018-02-11, , 15, 21, 2, , 21
2018-02-12, , 12, 20, 1, , 20
2018-02-13, , 11, 6, 1, , 6
2018-02-14, , 9, 41, 3, , 9
2018-02-15, , 17, 15, 2, , 2
2018-02-16, , 15, 16, 1, , 16
2018-02-17, , 9, 1, 1, , 9
2018-02-18, , 6, 4, 1, , 6
2018-02-19, , 16, 19, 2, , 2
2018-02-20, , 23, 8, 1, , 8
2018-02-21, , 36, 7, 1, , 7
2018-02-22, , 38, 3, 1, , 38
2018-02-23, , 10, 2, 1, , 2
2018-02-24, , 17, 2, 1, , 2
2018-02-25, , 21, 4, 1, , 4
2018-02-26, , 21, 7, 1, , 7
2018-02-27, , 27, 31, 2, , 31
2018-02-28, , 62, 13, 1, , 62
2018-03-01, , 36, 16, 1, , 36
2018-03-02, , 60, 11, 1, , 60
2018-03-03, , 40, 5, 1, , 5
2018-03-04, , 37, 12, 1, , 37
2018-03-05, , 47, 6, 1, , 6
2018-03-06, , 28, 19, 2, , 28
2018-03-07, , 36, 31, 2, , 36
2018-03-08, , 62, 10, 1, , 62
2018-03-09, , 29, 2, 1, , 29
2018-03-10, , 31, 12, 1, , 31
2018-03-11, , 38, 21, 2, , 38
2018-03-12, , 39, 13, 1, , 39
2018-03-13, , 33, 3, 1, , 33
2018-03-14, , 13, 6, 1, , 6
2018-03-15, , 10, 7, 1, , 7
2018-03-16, , 14, 5, 1, , 5
2018-03-17, , 13, 4, 1, , 4
2018-03-18, , 25, 18, 1, , 25
2018-03-19, , 34, 13, 1, , 34
2018-03-20, , 19, 10, 1, , 19
2018-03-21, , 20, 14, 2, , 20
2018-03-22, , 10, 18, 2, , 2
2018-03-23, , 21, 16, 2, , 21
2018-03-24, , 33, 5, 1, , 5
2018-03-25, , 20, 3, 1, , 3
2018-03-26, , 44, 4, 1, , 44
2018-03-27, , 11, 7, 1, , 7
2018-03-28, , 44, 16, 2, , 44
2018-03-29, , 46, 11, 2, , 46
2018-03-30, , 39, 11, 2, , 39
2018-03-31, , 35, 1, 1, , 35
2016-10-12, , 10, 10, , , 10
2016-11-17, , 9, 7, , , 9
2016-11-18, , 7, 5, , , 7
2016-11-19, , 13, 11, , , 13
2016-11-20, , 16, 30, 1, , 30
2016-11-21, , 6, 13, , , 6
2016-11-22, , 7, 21, , , 7
2016-11-23, , 8, 11, , , 8
2016-11-24, , 37, 13, , , 37
2016-11-25, , 26, 7, , , 7
2016-11-26, , 20, 6, , , 6
2016-11-27, , 16, 15, , , 16
2016-11-28, , 16, 20, , , 20
2016-11-29, , 10, 23, , , 23
2016-11-30, , 19, 11, , , 19
2016-12-01, , 22, 8, , , 8
2016-12-02, , 7, 3, , , 7
2016-12-03, , 18, 4, , , 4
2016-12-04, , 22, 9, , , 9
2016-12-05, , 10, 3, , , 3
2016-12-06, , 7, 14, , , 7
2016-12-07, , 5, 7, , , 7
2016-12-08, , 21, 7, , , 7
2016-12-09, , 128, 23, 1, , 23
2016-12-10, , 12, 14, , , 14
2016-12-11, , 15, 21, 1, , 21
2016-12-12, , 19, 4, , , 4
2016-12-13, , 20, 11, , , 20
2016-12-14, , 13, 5, , , 5
2016-12-15, , 17, 15, , , 17
2016-12-16, , 8, 5, , , 8
2016-12-17, , 22, 7, , , 7
2016-12-18, , 18, 9, 1, , 9
2016-12-19, , 17, 8, , , 8
2016-12-20, , 13, 29, , , 29
2016-12-21, , 12, 19, , , 19
2016-12-22, , 10, 11, , , 11
2016-12-23, , 13, 15, , , 15
2016-12-24, , 7, 3, , , 7
2016-12-25, , 17, 6, , , 6
2016-12-26, , 26, 3, , , 3
2016-12-27, , 33, 6, 1, , 6
2016-12-28, , 15, 4, , , 4
2016-12-29, , 15, 17, 1, , 17
2016-12-30, , 30, 17, , , 30
2016-07-08, , 14, 1, 1, , 14
2016-08-29, , 10, 10, , , 10
2015-12-16, , 9, 3, , , 9
2015-12-17, , 9, 5, , , 9
2015-12-18, , 23, 10, 1, , 23
2015-12-31, , 23, 2, 1, , 23
2015-07-09, , 13, 3, 2, , 3
2022-04-01, , , 3, 4, , 4
2022-04-02, , , 3, 3, , 3
2022-04-03, , , 3, 3, , 3
2022-04-04, , , 7, 4, , 7
2022-04-05, , , 4, 3, , 4
2022-04-06, , , 7, 3, , 7
2022-04-07, , , 7, 4, , 7
2022-04-09, , , , 4, , 4
2022-04-10, , , , 3, , 3
2022-02-03, , , 13, 3, , 3
2022-02-04, , , 4, 3, , 4
2022-02-05, , , 8, 3, , 8
2022-02-06, , , 3, 3, , 3
2022-02-07, , , 12, 3, , 3
2022-02-08, , , 12, 3, , 3
2022-02-09, , , 24, 3, , 3
2022-02-10, , , 10, 3, , 3
2022-02-11, , , 17, 3, , 3
2022-02-12, , , 5, 3, , 5
2022-02-13, , , 2, 3, , 3
2022-02-14, , , 11, 3, , 3
2022-02-15, , , 12, 3, , 3
2022-02-16, , , 18, 3, , 3
2022-02-17, , , 13, 3, , 3
2022-02-18, , , 3, 3, , 3
2022-02-19, , , 4, 3, , 4
2022-02-20, , , 9, 3, , 9
2022-02-21, , , 11, 3, , 3
2022-02-22, , , 7, 3, , 7
2022-02-23, , , 15, 3, , 3
2022-02-24, , , 2, 3, , 3
2022-02-25, , , 8, 3, , 8
2022-02-26, , , 2, 3, , 3
2022-02-27, , , 18, 3, , 3
2022-02-28, , , 15, 3, , 3
2022-03-01, , , 4, 3, , 4
2022-03-02, , , 16, 3, , 3
2022-03-03, , , 24, 4, , 4
2022-03-04, , , 7, 3, , 7
2022-03-05, , , 6, 3, , 6
2022-03-06, , , 23, 3, , 3
2022-03-07, , , 5, 3, , 5
2022-03-08, , , 23, 3, , 3
2022-03-09, , , 6, 3, , 6
2022-03-10, , , 4, 3, , 4
2022-03-11, , , 4, 3, , 4
2022-03-12, , , 4, 3, , 4
2022-03-13, , , 2, 3, , 3
2022-03-14, , , 11, 3, , 3
2022-03-15, , , 13, 4, , 4
2022-03-16, , , 7, 3, , 7
2022-03-17, , , 17, 4, , 4
2022-03-18, , , 14, 4, , 4
2022-03-19, , , 9, 4, , 9
2022-03-20, , , 5, 5, , 5
2022-03-21, , , 23, 4, , 4
2022-03-22, , , 5, 3, , 5
2022-03-23, , , 18, 3, , 3
2022-03-24, , , 2, 3, , 3
2022-03-25, , , 5, 3, , 5
2022-03-26, , , 2, 3, , 3
2022-03-27, , , 2, 3, , 3
2022-03-28, , , 3, 3, , 3
2022-03-29, , , 7, 3, , 7
2022-03-30, , , 15, 3, , 3
2022-03-31, , , 15, 4, , 4
2017-12-31, , , 54, 5, , 54
2020-03-23, , , , , ,
2020-03-24, , , , , ,
2018-12-10, , , , , ,
2018-12-11, , , , , ,
2018-12-12, , , , , ,
2018-12-13, , , , , ,
2018-12-14, , , , , ,
2018-12-15, , , , , ,
2018-12-16, , , , 1, , 1
2016-08-27, , , , , ,
2016-08-28, , , , 1, , 1
